date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:40:24	87352/87352	---MCZ	200	added ('OK')	text/html	etag:W/%2263478896-15538%22	https://htmldemo.net/nelson/nelson/single-product-group.html	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/single-product-group.html	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:24	84702/84702	---MCZ	200	added ('OK')	text/html	etag:W/%2263478893-14ade%22	https://htmldemo.net/nelson/nelson/single-product-affiliate.html	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/single-product-affiliate.html	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:24	84955/84955	---MCZ	200	added ('OK')	text/html	etag:W/%226347889b-14bdb%22	https://htmldemo.net/nelson/nelson/single-product-tabstyle-2.html	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/single-product-tabstyle-2.html	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:24	84959/84959	---MCZ	200	added ('OK')	text/html	etag:W/%226347889d-14bdf%22	https://htmldemo.net/nelson/nelson/single-product-tabstyle-3.html	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/single-product-tabstyle-3.html	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:25	83637/83637	---MCZ	200	added ('OK')	text/html	etag:W/%2263478894-146b5%22	https://htmldemo.net/nelson/nelson/single-product-gallery-left.html	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/single-product-gallery-left.html	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:25	83676/83676	---MCZ	200	added ('OK')	text/html	etag:W/%2263478896-146dc%22	https://htmldemo.net/nelson/nelson/single-product-gallery-right.html	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/single-product-gallery-right.html	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:25	84116/84116	---MCZ	200	added ('OK')	text/html	etag:W/%2263478899-14894%22	https://htmldemo.net/nelson/nelson/single-product-sticky-left.html	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/single-product-sticky-left.html	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:25	84155/84155	---MCZ	200	added ('OK')	text/html	etag:W/%226347889b-148bb%22	https://htmldemo.net/nelson/nelson/single-product-sticky-right.html	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/single-product-sticky-right.html	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:25	81817/81817	---MCZ	200	added ('OK')	text/html	etag:W/%2263478898-13f99%22	https://htmldemo.net/nelson/nelson/single-product-slider-box.html	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/single-product-slider-box.html	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:25	55981/55981	---MCZ	200	added ('OK')	text/html	etag:W/%226347887c-daad%22	https://htmldemo.net/nelson/nelson/blog.html	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/blog.html	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:26	53056/53056	---MCZ	200	added ('OK')	text/html	etag:W/%226347887c-cf40%22	https://htmldemo.net/nelson/nelson/blog-two-column.html	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/blog-two-column.html	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:26	63461/63461	---MCZ	200	added ('OK')	text/html	etag:W/%2263478879-f7e5%22	https://htmldemo.net/nelson/nelson/blog-left-sidebar.html	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/blog-left-sidebar.html	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:26	63464/63464	---MCZ	200	added ('OK')	text/html	etag:W/%226347887a-f7e8%22	https://htmldemo.net/nelson/nelson/blog-right-sidebar.html	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/blog-right-sidebar.html	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:27	66258/66258	---MCZ	200	added ('OK')	text/html	etag:W/%2263478878-102d2%22	https://htmldemo.net/nelson/nelson/blog-details.html	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/blog-details.html	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:27	66571/66571	---MCZ	200	added ('OK')	text/html	etag:W/%2263478875-1040b%22	https://htmldemo.net/nelson/nelson/blog-details-gallery.html	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/blog-details-gallery.html	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:27	66434/66434	---MCZ	200	added ('OK')	text/html	etag:W/%2263478875-10382%22	https://htmldemo.net/nelson/nelson/blog-details-audio.html	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/blog-details-audio.html	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:27	66260/66260	---MCZ	200	added ('OK')	text/html	etag:W/%2263478877-102d4%22	https://htmldemo.net/nelson/nelson/blog-details-video.html	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/blog-details-video.html	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:28	49060/49060	---MCZ	200	added ('OK')	text/html	etag:W/%2263478882-bfa4%22	https://htmldemo.net/nelson/nelson/contact.html	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/contact.html	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:28	531/531	---MC-	200	added ('OK')	image/png	date:Sat,%2003%20Jun%202023%2007:40:29%20GMT	https://htmldemo.net/nelson/nelson/assets/images/icons/en-gb.png	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/icons/en-gb.png	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:29	456/456	---MC-	200	added ('OK')	image/png	date:Sat,%2003%20Jun%202023%2007:40:29%20GMT	https://htmldemo.net/nelson/nelson/assets/images/icons/de-de.png	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/icons/de-de.png	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:29	1442/1442	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:30%20GMT	https://htmldemo.net/nelson/nelson/assets/images/cart/cart1.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/cart/cart1.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:29	1344/1344	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:30%20GMT	https://htmldemo.net/nelson/nelson/assets/images/cart/cart2.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/cart/cart2.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:30	117447/117447	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:30%20GMT	https://htmldemo.net/nelson/nelson/assets/images/hero/hero-1.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/hero/hero-1.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:30	21136/21136	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:31%20GMT	https://htmldemo.net/nelson/nelson/assets/images/banner/banner1.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/banner/banner1.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:30	90361/90361	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:30%20GMT	https://htmldemo.net/nelson/nelson/assets/images/hero/hero-2.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/hero/hero-2.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:30	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2007:40:31%20GMT	https://htmldemo.net/nelson/nelson/shop-left-sidebar.html	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/shop-left-sidebar.35.delayed	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:31	32180/32180	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:31%20GMT	https://htmldemo.net/nelson/nelson/assets/images/banner/banner2.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/banner/banner2.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:31	6634/6634	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:31%20GMT	https://htmldemo.net/nelson/nelson/assets/images/product/product-1.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/product/product-1.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:31	5265/5265	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:32%20GMT	https://htmldemo.net/nelson/nelson/assets/images/product/product-2.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/product/product-2.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:31	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2007:40:32%20GMT	https://htmldemo.net/nelson/nelson/wishlit.html	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/wishlit.html	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:32	6553/6553	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:32%20GMT	https://htmldemo.net/nelson/nelson/assets/images/product/product-3.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/product/product-3.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:32	5668/5668	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:32%20GMT	https://htmldemo.net/nelson/nelson/assets/images/product/product-4.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/product/product-4.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:32	4338/4338	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:33%20GMT	https://htmldemo.net/nelson/nelson/assets/images/product/product-5.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/product/product-5.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:32	8218/8218	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:33%20GMT	https://htmldemo.net/nelson/nelson/assets/images/product/product-6.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/product/product-6.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:32	4193/4193	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:33%20GMT	https://htmldemo.net/nelson/nelson/assets/images/product/product-7.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/product/product-7.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:33	5775/5775	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:33%20GMT	https://htmldemo.net/nelson/nelson/assets/images/product/product-8.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/product/product-8.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:33	5006/5006	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:34%20GMT	https://htmldemo.net/nelson/nelson/assets/images/product/product-9.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/product/product-9.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:33	4165/4165	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:34%20GMT	https://htmldemo.net/nelson/nelson/assets/images/product/product-10.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/product/product-10.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:33	4836/4836	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:34%20GMT	https://htmldemo.net/nelson/nelson/assets/images/product/product-11.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/product/product-11.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:34	5071/5071	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:34%20GMT	https://htmldemo.net/nelson/nelson/assets/images/product/product-12.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/product/product-12.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:34	4150/4150	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:35%20GMT	https://htmldemo.net/nelson/nelson/assets/images/product/product-13.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/product/product-13.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:34	6720/6720	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:35%20GMT	https://htmldemo.net/nelson/nelson/assets/images/product/product-14.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/product/product-14.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:35	6267/6267	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:35%20GMT	https://htmldemo.net/nelson/nelson/assets/images/product/product-15.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/product/product-15.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:35	5242/5242	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:35%20GMT	https://htmldemo.net/nelson/nelson/assets/images/product/product-16.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/product/product-16.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:35	965/965	---MC-	200	added ('OK')	image/png	date:Sat,%2003%20Jun%202023%2007:40:36%20GMT	https://htmldemo.net/nelson/nelson/assets/images/icons/feature-1.png	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/icons/feature-1.png	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:35	44401/44401	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:36%20GMT	https://htmldemo.net/nelson/nelson/assets/images/banner/banner3.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/banner/banner3.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:35	1076/1076	---MC-	200	added ('OK')	image/png	date:Sat,%2003%20Jun%202023%2007:40:36%20GMT	https://htmldemo.net/nelson/nelson/assets/images/icons/feature-2.png	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/icons/feature-2.png	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:36	603/603	---MC-	200	added ('OK')	image/png	date:Sat,%2003%20Jun%202023%2007:40:36%20GMT	https://htmldemo.net/nelson/nelson/assets/images/icons/feature-3.png	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/icons/feature-3.png	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:36	32150/32150	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:36%20GMT	https://htmldemo.net/nelson/nelson/assets/images/blog/blog-1.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/blog/blog-1.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:36	30459/30459	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:37%20GMT	https://htmldemo.net/nelson/nelson/assets/images/blog/blog-2.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/blog/blog-2.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:37	45794/45794	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:37%20GMT	https://htmldemo.net/nelson/nelson/assets/images/blog/blog-3.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/blog/blog-3.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:37	4345/4345	---MC-	200	added ('OK')	image/png	date:Sat,%2003%20Jun%202023%2007:40:38%20GMT	https://htmldemo.net/nelson/nelson/assets/images/author/author-1.png	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/author/author-1.png	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:37	48480/48480	---MC-	200	added ('OK')	image/png	date:Sat,%2003%20Jun%202023%2007:40:37%20GMT	https://htmldemo.net/nelson/nelson/assets/images/testimonial/testimonial-2.png	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/testimonial/testimonial-2.png	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:38	30331/30331	---MC-	200	added ('OK')	image/png	date:Sat,%2003%20Jun%202023%2007:40:38%20GMT	https://htmldemo.net/nelson/nelson/assets/images/testimonial/testimonial-1.png	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/testimonial/testimonial-1.png	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:38	1117/1117	---MC-	200	added ('OK')	image/png	date:Sat,%2003%20Jun%202023%2007:40:38%20GMT	https://htmldemo.net/nelson/nelson/assets/images/brands/brand-1.png	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/brands/brand-1.png	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:38	2133/2133	---MC-	200	added ('OK')	image/png	date:Sat,%2003%20Jun%202023%2007:40:38%20GMT	https://htmldemo.net/nelson/nelson/assets/images/brands/brand-2.png	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/brands/brand-2.png	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:38	2173/2173	---MC-	200	added ('OK')	image/png	date:Sat,%2003%20Jun%202023%2007:40:39%20GMT	https://htmldemo.net/nelson/nelson/assets/images/brands/brand-3.png	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/brands/brand-3.png	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:38	2990/2990	---MC-	200	added ('OK')	image/png	date:Sat,%2003%20Jun%202023%2007:40:39%20GMT	https://htmldemo.net/nelson/nelson/assets/images/brands/brand-4.png	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/brands/brand-4.png	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:39	2867/2867	---MC-	200	added ('OK')	image/png	date:Sat,%2003%20Jun%202023%2007:40:39%20GMT	https://htmldemo.net/nelson/nelson/assets/images/brands/brand-5.png	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/brands/brand-5.png	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:39	6238/6238	---MC-	200	added ('OK')	image/png	date:Sat,%2003%20Jun%202023%2007:40:39%20GMT	https://htmldemo.net/nelson/nelson/assets/images/payment.png	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/payment.png	(from https://htmldemo.net/nelson/nelson/index.html)
